model,psnr,cossim
uni_v1,45dB,0.7571055
uni_v1,45dB,0.36588177
uni_v1,45dB,0.3931874
uni_v1,45dB,0.6200151
uni_v1,45dB,0.35313606
uni_v1,45dB,0.6616112
uni_v1,45dB,0.22408533
uni_v1,45dB,0.53943676
uni_v1,45dB,0.4021997
uni_v1,45dB,0.34173867
uni_v1,45dB,0.5957009
uni_v1,45dB,0.49636847
uni_v1,45dB,0.6080305
uni_v1,45dB,0.5453426
uni_v1,45dB,0.43132216
uni_v1,45dB,0.4481864
uni_v1,45dB,0.4294073
uni_v1,45dB,0.2086948
uni_v1,45dB,0.419752
uni_v1,45dB,0.34506595
uni_v1,45dB,0.42168894
uni_v1,45dB,0.4732194
uni_v1,45dB,0.22902592
uni_v1,45dB,0.60308635
uni_v1,45dB,0.6399218
uni_v1,45dB,0.68600637
uni_v1,45dB,0.49320945
uni_v1,45dB,0.48780796
uni_v1,45dB,0.33425757
uni_v1,45dB,0.22689095
uni_v1,45dB,0.38651964
uni_v1,45dB,0.30854282
uni_v1,45dB,0.6144136
uni_v1,45dB,0.4818301
uni_v1,45dB,0.57846147
uni_v1,45dB,0.37058175
uni_v1,45dB,0.42668942
uni_v1,45dB,0.40411738
uni_v1,45dB,0.46059278
uni_v1,45dB,0.41505235
uni_v1,45dB,0.41222718
uni_v1,45dB,0.4541111
uni_v1,45dB,0.5580946
uni_v1,45dB,0.40688866
uni_v1,45dB,0.32842094
uni_v1,45dB,0.5056823
uni_v1,45dB,0.45697454
uni_v1,45dB,0.3617727
uni_v1,45dB,0.5863227
uni_v1,45dB,0.38550183
uni_v1,45dB,0.5680363
uni_v1,45dB,0.33685243
uni_v1,45dB,0.7100459
uni_v1,45dB,0.1838996
uni_v1,45dB,0.5451699
uni_v1,45dB,0.5164951
uni_v1,45dB,0.44070604
uni_v1,45dB,0.24984777
uni_v1,45dB,0.52426296
uni_v1,45dB,0.24469376
uni_v1,45dB,0.36175048
uni_v1,45dB,0.48953843
uni_v1,45dB,0.39328325
uni_v1,45dB,0.33650324
uni_v1,45dB,0.648742
uni_v1,45dB,0.38084814
uni_v1,45dB,0.36486852
uni_v1,45dB,0.6003119
uni_v1,45dB,0.5400051
uni_v1,45dB,0.43932998
uni_v1,45dB,0.3249309
uni_v1,45dB,0.6694974
uni_v1,45dB,0.34591544
uni_v1,45dB,0.20005283
uni_v1,45dB,0.41792378
uni_v1,45dB,0.61155516
uni_v1,45dB,0.38650385
uni_v1,45dB,0.20991614
uni_v1,45dB,0.5420934
uni_v1,45dB,0.35360965
uni_v1,45dB,0.5194596
uni_v1,45dB,0.39747667
uni_v1,45dB,0.48613024
uni_v1,45dB,0.8195065
uni_v1,45dB,0.59626824
uni_v1,45dB,0.38461375
uni_v1,45dB,0.58183783
uni_v1,45dB,0.6453824
uni_v1,45dB,0.44877046
uni_v1,45dB,0.50523764
uni_v1,45dB,0.64363277
uni_v1,45dB,0.74615175
uni_v1,45dB,0.4265414
uni_v1,45dB,0.40831703
uni_v1,45dB,0.32758993
uni_v1,45dB,0.32386965
uni_v1,45dB,0.23709065
uni_v1,45dB,0.35394657
uni_v1,45dB,0.4701096
uni_v1,45dB,0.54807216
uni_v1,45dB,0.4642377
uni_v1,45dB,0.49180612
uni_v1,45dB,0.50575167
uni_v1,45dB,0.27313966
uni_v1,45dB,0.49207044
uni_v1,45dB,0.15277857
uni_v1,45dB,0.7625971
uni_v1,45dB,0.49299896
uni_v1,45dB,0.44761902
uni_v1,45dB,0.38515905
uni_v1,45dB,0.37394854
uni_v1,45dB,0.4553677
uni_v1,45dB,0.29841644
uni_v1,45dB,0.57034326
uni_v1,45dB,0.40627664
uni_v1,45dB,0.28483766
uni_v1,45dB,0.48725823
uni_v1,45dB,0.26296687
uni_v1,45dB,0.6866617
uni_v1,45dB,0.46050668
uni_v1,45dB,0.4793048
uni_v1,45dB,0.46142906
uni_v1,45dB,0.39889708
uni_v1,45dB,0.33653563
uni_v1,45dB,0.41579604
uni_v1,45dB,0.7143905
uni_v1,45dB,0.39438888
uni_v1,45dB,0.7458296
uni_v1,45dB,0.54312414
uni_v1,45dB,0.23246104
uni_v1,45dB,0.38789636
uni_v1,45dB,0.67067486
uni_v1,45dB,0.43137673
uni_v1,45dB,0.5905655
uni_v1,45dB,0.4627685
uni_v1,45dB,0.44970143
uni_v1,45dB,0.36088908
uni_v1,45dB,0.6378611
uni_v1,45dB,0.2910696
uni_v1,45dB,0.63291246
uni_v1,45dB,0.36855817
uni_v1,45dB,0.12534738
uni_v1,45dB,0.43362892
uni_v1,45dB,0.50650346
uni_v1,45dB,0.5694314
uni_v1,45dB,0.43337223
uni_v1,45dB,0.4186519
uni_v1,45dB,0.44947577
uni_v1,45dB,0.433061
uni_v1,45dB,0.31484115
uni_v1,45dB,0.66608745
uni_v1,45dB,0.45047444
uni_v1,45dB,0.34537047
uni_v1,45dB,0.5271041
uni_v1,45dB,0.47880676
uni_v1,45dB,0.34833804
uni_v1,45dB,0.5266027
uni_v1,45dB,0.558865
uni_v1,45dB,0.49730992
uni_v1,45dB,0.43597198
uni_v1,45dB,0.5484122
uni_v1,45dB,0.44950444
uni_v1,45dB,0.43156302
uni_v1,45dB,0.64226377
uni_v1,45dB,0.48272353
uni_v1,45dB,0.58346426
uni_v1,45dB,0.40467995
uni_v1,45dB,0.64587563
uni_v1,45dB,0.3056638
uni_v1,45dB,0.2883851
uni_v1,45dB,0.33709377
uni_v1,45dB,0.23778236
uni_v1,45dB,0.4472003
uni_v1,45dB,0.3003754
uni_v1,45dB,0.49334553
uni_v1,45dB,0.14240913
uni_v1,45dB,0.47245628
uni_v1,45dB,0.20579946
uni_v1,45dB,0.5630171
uni_v1,45dB,0.4147299
uni_v1,45dB,0.6106179
uni_v1,45dB,0.38270253
uni_v1,45dB,0.37503588
uni_v1,45dB,0.6225308
uni_v1,45dB,0.38385808
uni_v1,45dB,0.54994553
uni_v1,45dB,0.53976613
uni_v1,45dB,0.49911982
uni_v1,45dB,0.32782954
uni_v1,45dB,0.31361318
uni_v1,45dB,0.45221502
uni_v1,45dB,0.5520852
uni_v1,45dB,0.3690331
uni_v1,45dB,0.3571877
uni_v1,45dB,0.4139076
uni_v1,45dB,0.7288491
uni_v1,45dB,0.46900198
uni_v1,45dB,0.6439207
uni_v1,45dB,0.3138079
uni_v1,45dB,0.5906134
uni_v1,45dB,0.46044534
uni_v1,45dB,0.62125605
uni_v1,45dB,0.30565885
uni_v1,45dB,0.547578
uni_v1,45dB,0.57007056
uni_v1,45dB,0.18874848
uni_v1,45dB,0.19425333
uni_v1,45dB,0.47966343
uni_v1,45dB,0.36784077
uni_v1,45dB,0.7048324
uni_v1,45dB,0.26580518
uni_v1,45dB,0.6435239
uni_v1,45dB,0.3619025
uni_v1,45dB,0.32859007
uni_v1,45dB,0.5083238
uni_v1,45dB,0.5041117
uni_v1,45dB,0.24825549
uni_v1,45dB,0.3491139
uni_v1,45dB,0.30336502
uni_v1,45dB,0.43518883
uni_v1,45dB,0.75951195
uni_v1,45dB,0.46408883
uni_v1,45dB,0.6470827
uni_v1,45dB,0.49833012
uni_v1,45dB,0.413114
uni_v1,45dB,0.28867498
uni_v1,45dB,0.2352851
uni_v1,45dB,0.26551187
uni_v1,45dB,0.69907403
uni_v1,45dB,0.33793843
uni_v1,45dB,0.3753025
uni_v1,45dB,0.3140155
uni_v1,45dB,0.5012056
uni_v1,45dB,0.70548993
uni_v1,45dB,0.66365075
uni_v1,45dB,0.53582764
uni_v1,45dB,0.5621449
uni_v1,45dB,0.4283526
uni_v1,45dB,0.53597856
uni_v1,45dB,0.51548237
uni_v1,45dB,0.4357566
uni_v1,45dB,0.555629
uni_v1,45dB,0.11594826
uni_v1,45dB,0.3226444
uni_v1,45dB,0.46228644
uni_v1,45dB,0.37202886
uni_v1,45dB,0.61787343
uni_v1,45dB,0.14573532
uni_v1,45dB,0.39150903
uni_v1,45dB,0.5702768
uni_v1,45dB,0.6985209
uni_v1,45dB,0.49979305
uni_v1,45dB,0.4329169
uni_v1,45dB,0.4603437
uni_v1,45dB,0.534258
uni_v1,45dB,0.6420637
uni_v1,45dB,0.39524585
uni_v1,45dB,0.28046113
uni_v1,45dB,0.57585084
uni_v1,45dB,0.21507408
uni_v1,45dB,0.30176657
uni_v1,45dB,0.30311507
uni_v1,45dB,0.6349389
uni_v1,45dB,0.55765915
uni_v1,45dB,0.3227185
uni_v1,45dB,0.26870102
uni_v1,45dB,0.44352588
uni_v1,45dB,0.44076622
uni_v1,45dB,0.4952023
uni_v1,45dB,0.35371357
uni_v1,45dB,0.6267377
uni_v1,45dB,0.43150604
uni_v1,45dB,0.43137926
uni_v1,45dB,0.67408615
uni_v1,45dB,0.44064775
uni_v1,45dB,0.66166973
uni_v1,45dB,0.5148387
uni_v1,45dB,0.5706279
uni_v1,45dB,0.39023048
uni_v1,45dB,0.3907672
uni_v1,45dB,0.41852593
uni_v1,45dB,0.46261954
uni_v1,45dB,0.40047184
uni_v1,45dB,0.59298843
uni_v1,45dB,0.13472551
uni_v1,45dB,0.77318233
uni_v1,45dB,0.39961994
uni_v1,45dB,-0.012610783
uni_v1,45dB,0.35672337
uni_v1,45dB,0.5918974
uni_v1,45dB,0.5323045
uni_v1,45dB,0.44852287
uni_v1,45dB,0.46641728
uni_v1,45dB,0.50987715
uni_v1,45dB,0.72723246
uni_v1,45dB,0.56065816
uni_v1,45dB,0.40636554
uni_v1,45dB,0.4061727
uni_v1,45dB,0.5035107
uni_v1,45dB,0.5043282
uni_v1,45dB,0.5729537
uni_v1,45dB,0.20013733
uni_v1,45dB,0.35784552
uni_v1,45dB,0.51662016
uni_v1,45dB,0.62387943
uni_v1,45dB,0.5631722
uni_v1,45dB,0.31160805
uni_v1,45dB,0.53931236
uni_v1,45dB,0.38589078
uni_v1,45dB,0.5181011
uni_v1,45dB,0.43703163
uni_v1,45dB,0.4758506
uni_v1,45dB,0.23533374
uni_v1,45dB,0.2298768
uni_v1,45dB,0.5875584
uni_v1,45dB,0.70341223
uni_v1,45dB,0.4906282
uni_v1,45dB,0.41808787
uni_v1,45dB,0.48089427
uni_v1,45dB,0.4409382
uni_v1,45dB,0.5514032
uni_v1,45dB,0.6427125
uni_v1,45dB,0.59594446
uni_v1,45dB,0.28674832
uni_v1,45dB,0.32637957
uni_v1,45dB,0.45673823
uni_v1,45dB,0.4391673
uni_v1,45dB,0.37499383
uni_v1,45dB,0.49769306
uni_v1,45dB,0.6001488
uni_v1,45dB,0.31742516
uni_v1,45dB,0.4206386
uni_v1,45dB,0.63712937
uni_v1,45dB,0.55190367
uni_v1,45dB,0.590226
uni_v1,45dB,0.5827583
uni_v1,45dB,0.56490636
uni_v1,45dB,0.6338054
uni_v1,45dB,0.4491964
uni_v1,45dB,0.38774416
uni_v1,45dB,0.41514868
uni_v1,45dB,0.49779296
uni_v1,45dB,0.4515475
uni_v1,45dB,0.53814375
uni_v1,45dB,0.47560954
uni_v1,45dB,0.5717757
uni_v1,45dB,0.36396304
uni_v1,45dB,0.041854553
uni_v1,45dB,0.14647853
uni_v1,45dB,0.45344448
uni_v1,45dB,0.38213354
uni_v1,45dB,0.28372437
uni_v1,45dB,0.5358243
uni_v1,45dB,0.45761496
uni_v1,45dB,0.3419089
uni_v1,45dB,0.300299
uni_v1,45dB,0.3311836
uni_v1,45dB,0.34776166
uni_v1,45dB,0.39758685
uni_v1,45dB,0.30525383
uni_v1,45dB,0.3098609
uni_v1,45dB,0.4926815
uni_v1,45dB,0.57150507
uni_v1,45dB,0.26846206
uni_v1,45dB,0.5839803
uni_v1,45dB,0.37864166
uni_v1,45dB,0.47906294
uni_v1,45dB,0.58885425
uni_v1,45dB,0.6305768
uni_v1,45dB,0.57715803
uni_v1,45dB,0.40449852
uni_v1,45dB,0.30722252
uni_v1,45dB,0.15430126
uni_v1,45dB,0.31049472
uni_v1,45dB,0.37936592
uni_v1,45dB,0.41392058
uni_v1,45dB,0.4436112
uni_v1,45dB,0.41428828
uni_v1,45dB,0.28970617
uni_v1,45dB,0.5129632
uni_v1,45dB,0.5961858
uni_v1,45dB,0.35074037
uni_v1,45dB,0.5498216
uni_v1,45dB,0.36904326
uni_v1,45dB,0.21050291
uni_v1,45dB,0.49148884
uni_v1,45dB,0.3485168
uni_v1,45dB,0.16486229
uni_v1,45dB,0.34184664
uni_v1,45dB,0.46048883
uni_v1,45dB,0.6165765
uni_v1,45dB,0.4326445
uni_v1,45dB,0.25386453
uni_v1,45dB,0.56794506
uni_v1,45dB,0.6319202
uni_v1,45dB,0.49570057
uni_v1,45dB,0.6529971
uni_v1,45dB,0.4281563
uni_v1,45dB,0.50064504
uni_v1,45dB,0.554847
uni_v1,45dB,0.55147547
uni_v1,45dB,0.46937075
uni_v1,45dB,0.5151109
uni_v1,45dB,0.41661125
uni_v1,45dB,0.41732997
uni_v1,45dB,0.3946566
uni_v1,45dB,0.6305742
uni_v1,45dB,0.40993997
uni_v1,45dB,0.6482335
uni_v1,45dB,0.6411939
uni_v1,45dB,0.59438336
uni_v1,45dB,0.43274233
uni_v1,45dB,0.55347556
uni_v1,45dB,0.22055493
uni_v1,45dB,0.4641546
uni_v1,45dB,0.35304043
uni_v1,45dB,0.41645822
uni_v1,45dB,0.5083881
uni_v1,45dB,0.46585718
uni_v1,45dB,0.52779543
uni_v1,45dB,0.55812067
uni_v1,45dB,0.5961406
uni_v1,45dB,0.37692568
uni_v1,45dB,0.29811677
uni_v1,45dB,0.3044064
uni_v1,45dB,0.67066514
uni_v1,45dB,0.67787963
uni_v1,45dB,0.3334333
uni_v1,45dB,0.47937325
uni_v1,45dB,0.50173724
uni_v1,45dB,0.50004697
uni_v1,45dB,0.37678048
uni_v1,45dB,0.34867656
uni_v1,45dB,0.5697455
uni_v1,45dB,0.5149324
uni_v1,45dB,0.46676874
uni_v1,45dB,0.5778966
uni_v1,45dB,0.5807293
uni_v1,45dB,0.51650083
uni_v1,45dB,0.46896845
uni_v1,45dB,0.44240573
uni_v1,45dB,0.6284089
uni_v1,45dB,0.47550726
uni_v1,45dB,0.40049574
uni_v1,45dB,0.45468774
uni_v1,45dB,0.48499504
uni_v1,45dB,0.36872712
uni_v1,45dB,0.6862916
uni_v1,45dB,0.31807727
uni_v1,45dB,0.6682786
uni_v1,45dB,0.5415332
uni_v1,45dB,0.42933398
uni_v1,45dB,0.5841943
uni_v1,45dB,0.25299552
uni_v1,45dB,0.35552403
uni_v1,45dB,0.52178293
uni_v1,45dB,0.38951087
uni_v1,45dB,0.45825478
uni_v1,45dB,0.26632002
uni_v1,45dB,0.51572895
uni_v1,45dB,0.39681363
uni_v1,45dB,0.34387735
uni_v1,45dB,0.60252947
uni_v1,45dB,0.6418271
uni_v1,45dB,0.34132445
uni_v1,45dB,0.7653408
uni_v1,45dB,0.2762178
uni_v1,45dB,0.5856099
uni_v1,45dB,0.44784147
uni_v1,45dB,0.72655886
uni_v1,45dB,0.47359878
uni_v1,45dB,0.40108573
uni_v1,45dB,0.61684424
uni_v1,45dB,0.55461186
uni_v1,45dB,0.61361444
uni_v1,45dB,0.678274
uni_v1,45dB,0.47697654
uni_v1,45dB,0.533282
uni_v1,45dB,0.46550947
uni_v1,45dB,0.23570292
uni_v1,45dB,0.40862283
uni_v1,45dB,0.41817892
uni_v1,45dB,0.35692972
uni_v1,45dB,0.50689405
uni_v1,45dB,0.5610947
uni_v1,45dB,0.29301453
uni_v1,45dB,0.49014542
uni_v1,45dB,0.61054856
uni_v1,45dB,0.41235614
uni_v1,45dB,0.51871395
uni_v1,45dB,0.42804378
uni_v1,45dB,0.57561046
uni_v1,45dB,0.63276863
uni_v1,45dB,0.40441495
uni_v1,45dB,0.3263836
uni_v1,45dB,0.50412464
uni_v1,45dB,0.5929347
uni_v1,45dB,0.4182326
uni_v1,45dB,0.33720922
uni_v1,45dB,0.5178168
uni_v1,45dB,0.5011896
uni_v1,45dB,0.69463235
uni_v1,45dB,0.5679079
uni_v1,45dB,0.41238123
uni_v1,45dB,0.536447
uni_v1,45dB,0.8057424
uni_v1,45dB,0.36760968
uni_v1,45dB,0.4051996
uni_v1,45dB,0.45436537
uni_v1,45dB,0.42884398
uni_v1,45dB,0.31820032
uni_v1,45dB,0.3296509
uni_v1,45dB,0.52825457
uni_v1,45dB,0.48782268
uni_v1,45dB,0.48615474
uni_v1,45dB,0.4049529
uni_v1,45dB,0.32068378
uni_v1,45dB,0.13270676
uni_v1,45dB,0.41499633
uni_v1,45dB,0.50669634
uni_v1,45dB,0.47766358
uni_v1,45dB,0.37089932
uni_v1,45dB,0.43924883
uni_v1,45dB,0.5633664
uni_v1,45dB,0.47586444
uni_v1,45dB,0.51794094
uni_v1,45dB,0.7209443
uni_v1,45dB,0.55919796
uni_v1,45dB,0.20845792
uni_v1,45dB,0.59938663
uni_v1,45dB,0.5017366
uni_v1,45dB,0.34536842
uni_v1,45dB,0.43441918
uni_v1,45dB,0.6691176
uni_v1,45dB,0.32853788
uni_v1,45dB,0.27476418
uni_v1,45dB,0.5872555
uni_v1,45dB,0.49225688
uni_v1,45dB,0.80114764
uni_v1,45dB,0.43966076
uni_v1,45dB,0.36966833
uni_v1,45dB,0.50023025
uni_v1,45dB,0.30878827
uni_v1,45dB,0.48661476
uni_v1,45dB,0.39671904
uni_v1,45dB,0.5933493
uni_v1,45dB,0.74065024
uni_v1,45dB,0.7087454
uni_v1,45dB,0.63415307
uni_v1,45dB,0.260647
uni_v1,45dB,0.6187489
uni_v1,45dB,0.4710146
uni_v1,45dB,0.48713276
uni_v1,45dB,0.33012807
uni_v1,45dB,0.3719778
uni_v1,45dB,0.23267922
uni_v1,45dB,0.6576718
uni_v1,45dB,0.32579985
uni_v1,45dB,0.31452438
uni_v1,45dB,0.5479261
uni_v1,45dB,0.50325024
uni_v1,45dB,0.5060697
uni_v1,45dB,0.38396883
uni_v1,45dB,0.45367733
uni_v1,45dB,0.82370186
uni_v1,45dB,0.5284721
uni_v1,45dB,0.3767148
uni_v1,45dB,0.51046365
uni_v1,45dB,0.35257003
uni_v1,45dB,0.44066402
uni_v1,45dB,0.51984054
uni_v1,45dB,0.6636993
uni_v1,45dB,0.7254314
uni_v1,45dB,0.35195756
uni_v1,45dB,0.40566278
uni_v1,45dB,0.5205979
uni_v1,45dB,0.66953933
uni_v1,45dB,0.37940425
uni_v1,45dB,0.6743187
uni_v1,45dB,0.5134555
uni_v1,45dB,0.33856797
uni_v1,45dB,0.39661998
uni_v1,45dB,0.6620873
uni_v1,45dB,0.49720573
uni_v1,45dB,0.4608292
uni_v1,45dB,0.4699555
uni_v1,45dB,0.40466335
uni_v1,45dB,0.35026798
uni_v1,45dB,0.39515883
uni_v1,45dB,0.4892785
uni_v1,45dB,0.446059
uni_v1,45dB,0.49573728
uni_v1,45dB,0.23883481
uni_v1,45dB,0.42932934
uni_v1,45dB,0.35957122
uni_v1,45dB,0.41210788
uni_v1,45dB,0.4919326
uni_v1,45dB,0.4552617
uni_v1,45dB,0.47996998
uni_v1,45dB,0.54437625
uni_v1,45dB,0.30830178
uni_v1,45dB,0.74444544
uni_v1,45dB,0.44122678
uni_v1,45dB,0.27503666
uni_v1,45dB,0.6742451
uni_v1,45dB,0.19310248
uni_v1,45dB,0.3829575
uni_v1,45dB,0.4912803
uni_v1,45dB,0.5788092
uni_v1,45dB,0.25699914
uni_v1,45dB,0.5714215
uni_v1,45dB,0.5519845
uni_v1,45dB,0.4948041
uni_v1,45dB,0.5312201
uni_v1,45dB,0.35623237
uni_v1,45dB,0.5095336
uni_v1,45dB,0.5432492
uni_v1,45dB,0.6313956
uni_v1,45dB,0.53070426
uni_v1,45dB,0.42792982
uni_v1,45dB,0.2203002
uni_v1,45dB,0.41178566
uni_v1,45dB,0.34548765
uni_v1,45dB,0.23290968
uni_v1,45dB,0.47510052
uni_v1,45dB,0.6550281
uni_v1,45dB,0.486579
uni_v1,45dB,0.40308446
uni_v1,45dB,0.66644186
uni_v1,45dB,0.6569116
uni_v1,45dB,0.4956394
uni_v1,45dB,0.2738144
uni_v1,45dB,0.35697892
uni_v1,45dB,0.59873474
uni_v1,45dB,0.5201972
uni_v1,45dB,0.6562719
uni_v1,45dB,0.57403934
uni_v1,45dB,0.4713936
uni_v1,45dB,0.48096937
uni_v1,45dB,0.22583291
uni_v1,45dB,0.32829216
uni_v1,45dB,0.2779199
uni_v1,45dB,0.67898816
uni_v1,45dB,0.5341419
uni_v1,45dB,0.58795565
uni_v1,45dB,0.5968462
uni_v1,45dB,0.313704
uni_v1,45dB,0.5828319
uni_v1,45dB,0.51930606
uni_v1,45dB,0.7257471
uni_v1,45dB,0.42997253
uni_v1,45dB,0.497551
uni_v1,45dB,0.3759259
uni_v1,45dB,0.3956498
uni_v1,45dB,0.63599616
uni_v1,45dB,0.63005006
uni_v1,45dB,0.39036226
uni_v1,45dB,0.3836405
uni_v1,45dB,0.3641455
uni_v1,45dB,0.38379925
uni_v1,45dB,0.32807916
uni_v1,45dB,0.4549971
uni_v1,45dB,0.5106768
uni_v1,45dB,0.7361215
uni_v1,45dB,0.51890916
uni_v1,45dB,0.5861708
uni_v1,45dB,0.7297151
uni_v1,45dB,0.6432959
uni_v1,45dB,0.5978532
uni_v1,45dB,0.52684563
uni_v1,45dB,0.49812883
uni_v1,45dB,0.5594477
uni_v1,45dB,0.5662343
uni_v1,45dB,0.56847024
uni_v1,45dB,0.5469372
uni_v1,45dB,0.20975992
uni_v1,45dB,0.46867892
uni_v1,45dB,0.3461974
uni_v1,45dB,0.34254748
uni_v1,45dB,0.5529355
uni_v1,45dB,0.59653485
uni_v1,45dB,0.2827397
uni_v1,45dB,0.6146889
uni_v1,45dB,0.3285459
uni_v1,45dB,0.47266215
uni_v1,45dB,0.54195374
uni_v1,45dB,0.3757011
uni_v1,45dB,0.3704558
uni_v1,45dB,0.58943665
uni_v1,45dB,0.44836035
uni_v1,45dB,0.44346276
uni_v1,45dB,0.2969745
uni_v1,45dB,0.45431814
uni_v1,45dB,0.5762538
uni_v1,45dB,0.30203983
uni_v1,45dB,0.5925741
uni_v1,45dB,0.5957915
uni_v1,45dB,0.40935802
uni_v1,45dB,0.5111331
uni_v1,45dB,0.46763426
uni_v1,45dB,0.45937362
uni_v1,45dB,0.40016866
uni_v1,45dB,0.34384936
uni_v1,45dB,0.5859801
uni_v1,45dB,0.53441656
uni_v1,45dB,0.22677091
uni_v1,45dB,0.41065562
uni_v1,45dB,0.56747025
uni_v1,45dB,0.380225
uni_v1,45dB,0.37369552
uni_v1,45dB,0.47419912
uni_v1,45dB,0.6433571
uni_v1,45dB,0.23353913
uni_v1,45dB,0.6062471
uni_v1,45dB,0.18639526
uni_v1,45dB,0.53351825
uni_v1,45dB,0.22866316
uni_v1,45dB,0.52929646
uni_v1,45dB,0.50905883
uni_v1,45dB,0.5023373
uni_v1,45dB,0.47225875
uni_v1,45dB,0.17699239
uni_v1,45dB,0.4066496
uni_v1,45dB,0.56337225
uni_v1,45dB,0.47585753
uni_v1,45dB,0.48699066
uni_v1,45dB,0.5443813
uni_v1,45dB,0.44107416
uni_v1,45dB,0.69121164
uni_v1,45dB,0.48516715
uni_v1,45dB,0.48828527
uni_v1,45dB,0.58857715
uni_v1,45dB,0.53658134
uni_v1,45dB,0.6333145
uni_v1,45dB,0.512373
uni_v1,45dB,0.67970955
uni_v1,45dB,0.37873277
uni_v1,45dB,0.6390635
uni_v1,45dB,0.53641117
uni_v1,45dB,0.70808405
uni_v1,45dB,0.6151242
uni_v1,45dB,0.5632091
uni_v1,45dB,0.41998422
uni_v1,45dB,0.19060825
uni_v1,45dB,0.50062156
uni_v1,45dB,0.45978242
uni_v1,45dB,0.39928764
uni_v1,45dB,0.41512948
uni_v1,45dB,0.380159
uni_v1,45dB,0.42764878
uni_v1,45dB,0.42379016
uni_v1,45dB,0.39087105
uni_v1,45dB,0.1410446
uni_v1,45dB,0.5094728
uni_v1,45dB,0.3867719
uni_v1,45dB,0.6534294
uni_v1,45dB,0.77694654
uni_v1,45dB,0.6955
uni_v1,45dB,0.4978146
uni_v1,45dB,0.590042
uni_v1,45dB,0.5142143
uni_v1,45dB,0.51472116
uni_v1,45dB,0.22479075
uni_v1,45dB,0.6709935
uni_v1,45dB,0.67424494
uni_v1,45dB,0.5450763
uni_v1,45dB,0.34139082
uni_v1,45dB,0.45667595
uni_v1,45dB,0.5690683
uni_v1,45dB,0.33966768
uni_v1,45dB,0.54700744
uni_v1,45dB,0.67108727
uni_v1,45dB,0.4567498
uni_v1,45dB,0.62803847
uni_v1,45dB,0.59062463
uni_v1,45dB,0.27479985
uni_v1,45dB,0.27779558
uni_v1,45dB,0.433725
uni_v1,45dB,0.5343908
uni_v1,45dB,0.44842044
uni_v1,45dB,0.26649487
uni_v1,45dB,0.27733192
uni_v1,45dB,0.45043957
uni_v1,45dB,0.40628323
uni_v1,45dB,0.58951503
uni_v1,45dB,0.612616
uni_v1,45dB,0.45040804
uni_v1,45dB,0.47581035
uni_v1,45dB,0.3931511
uni_v1,45dB,0.5685823
uni_v1,45dB,0.30142513
uni_v1,45dB,0.2387225
uni_v1,45dB,0.35600862
uni_v1,45dB,0.43372905
uni_v1,45dB,0.55393046
uni_v1,45dB,0.7824064
uni_v1,45dB,0.6623796
uni_v1,45dB,0.5823754
uni_v1,45dB,0.36382148
uni_v1,45dB,0.5489006
uni_v1,45dB,0.40840444
uni_v1,45dB,0.5218673
uni_v1,45dB,0.31212687
uni_v1,45dB,0.26322868
uni_v1,45dB,0.3508524
uni_v1,45dB,0.6282948
uni_v1,45dB,0.39474034
uni_v1,45dB,0.536783
uni_v1,45dB,0.46235588
uni_v1,45dB,0.5806028
uni_v1,45dB,0.5228814
uni_v1,45dB,0.25734007
uni_v1,45dB,0.48646402
uni_v1,45dB,0.3551428
uni_v1,45dB,0.49186388
uni_v1,45dB,0.53150934
uni_v1,45dB,0.31179506
uni_v1,45dB,0.52679235
uni_v1,45dB,0.49646935
uni_v1,45dB,0.34163168
uni_v1,45dB,0.2557754
uni_v1,45dB,0.6222719
uni_v1,45dB,0.51982945
uni_v1,45dB,0.40548328
uni_v1,45dB,0.57326216
uni_v1,45dB,0.77319473
uni_v1,45dB,0.5873176
uni_v1,45dB,0.08924742
uni_v1,45dB,0.6277174
uni_v1,45dB,0.517761
uni_v1,45dB,0.54499817
uni_v1,45dB,0.4697168
uni_v1,45dB,0.44531584
uni_v1,45dB,0.41202435
uni_v1,45dB,0.4325431
uni_v1,45dB,0.5895627
uni_v1,45dB,0.64018756
uni_v1,45dB,0.4340456
uni_v1,45dB,0.3609836
uni_v1,45dB,0.3867746
uni_v1,45dB,0.5716159
uni_v1,45dB,0.40639555
uni_v1,45dB,0.6474928
uni_v1,45dB,0.37474346
uni_v1,45dB,0.51916015
uni_v1,45dB,0.39477038
uni_v1,45dB,0.31239337
uni_v1,45dB,0.71775794
uni_v1,45dB,0.6409141
uni_v1,45dB,0.43747586
uni_v1,45dB,0.4604526
uni_v1,45dB,0.43628198
uni_v1,45dB,0.55497736
uni_v1,45dB,0.5911788
uni_v1,45dB,0.572986
uni_v1,45dB,0.5952006
uni_v1,45dB,0.5678601
uni_v1,45dB,0.37630305
uni_v1,45dB,0.72202337
uni_v1,45dB,0.2713638
uni_v1,45dB,0.6844609
uni_v1,45dB,0.25618973
uni_v1,45dB,0.43008325
uni_v1,45dB,0.60795814
uni_v1,45dB,0.63986653
uni_v1,45dB,0.35112184
uni_v1,45dB,0.46950603
uni_v1,45dB,0.37161088
uni_v1,45dB,0.4798625
uni_v1,45dB,0.5221975
uni_v1,45dB,0.28973472
uni_v1,45dB,0.5427503
uni_v1,45dB,0.2890652
uni_v1,45dB,0.32732213
uni_v1,45dB,0.54461557
uni_v1,45dB,0.5061931
