model,psnr,cossim
conch_v1,45dB,0.73951924
conch_v1,45dB,0.70976186
conch_v1,45dB,0.4328142
conch_v1,45dB,0.57847005
conch_v1,45dB,0.19432151
conch_v1,45dB,0.24553472
conch_v1,45dB,0.23218676
conch_v1,45dB,0.7026219
conch_v1,45dB,0.76348084
conch_v1,45dB,0.38401127
conch_v1,45dB,0.84758174
conch_v1,45dB,0.7075442
conch_v1,45dB,0.26729506
conch_v1,45dB,0.3521072
conch_v1,45dB,0.77904636
conch_v1,45dB,0.53266656
conch_v1,45dB,0.29526192
conch_v1,45dB,0.36884
conch_v1,45dB,0.29034072
conch_v1,45dB,0.34788096
conch_v1,45dB,-0.09974174
conch_v1,45dB,0.5064525
conch_v1,45dB,0.22352944
conch_v1,45dB,0.3083664
conch_v1,45dB,0.647574
conch_v1,45dB,0.03128855
conch_v1,45dB,0.45971435
conch_v1,45dB,0.23690534
conch_v1,45dB,0.5238091
conch_v1,45dB,0.6524523
conch_v1,45dB,0.7499023
conch_v1,45dB,-0.22428998
conch_v1,45dB,0.8414229
conch_v1,45dB,0.61245054
conch_v1,45dB,0.22178595
conch_v1,45dB,0.49795938
conch_v1,45dB,-0.10801257
conch_v1,45dB,0.62663007
conch_v1,45dB,0.06301156
conch_v1,45dB,0.004998128
conch_v1,45dB,0.62083805
conch_v1,45dB,0.5105539
conch_v1,45dB,0.5334894
conch_v1,45dB,-0.17480142
conch_v1,45dB,0.4734807
conch_v1,45dB,0.17118405
conch_v1,45dB,0.24758346
conch_v1,45dB,-0.24594206
conch_v1,45dB,0.02847336
conch_v1,45dB,0.6222689
conch_v1,45dB,0.03560088
conch_v1,45dB,0.7201479
conch_v1,45dB,0.27636382
conch_v1,45dB,0.32303265
conch_v1,45dB,0.24433497
conch_v1,45dB,0.2434535
conch_v1,45dB,-0.05907736
conch_v1,45dB,0.73748803
conch_v1,45dB,0.63139355
conch_v1,45dB,0.85355675
conch_v1,45dB,0.59772563
conch_v1,45dB,0.21739602
conch_v1,45dB,0.4554218
conch_v1,45dB,-0.05583813
conch_v1,45dB,0.3149295
conch_v1,45dB,0.5876659
conch_v1,45dB,0.8548119
conch_v1,45dB,0.49904674
conch_v1,45dB,0.22087687
conch_v1,45dB,0.39723474
conch_v1,45dB,0.5921204
conch_v1,45dB,0.3095648
conch_v1,45dB,0.701653
conch_v1,45dB,0.5310652
conch_v1,45dB,0.8091677
conch_v1,45dB,0.31466946
conch_v1,45dB,0.26837376
conch_v1,45dB,0.22622508
conch_v1,45dB,0.54788584
conch_v1,45dB,0.67714983
conch_v1,45dB,0.3548212
conch_v1,45dB,0.14616184
conch_v1,45dB,0.39479095
conch_v1,45dB,0.6665376
conch_v1,45dB,0.18414825
conch_v1,45dB,0.27276936
conch_v1,45dB,0.30410782
conch_v1,45dB,0.8114374
conch_v1,45dB,0.4374714
conch_v1,45dB,-0.06362808
conch_v1,45dB,0.3353389
conch_v1,45dB,0.4216201
conch_v1,45dB,0.45745343
conch_v1,45dB,0.714609
conch_v1,45dB,0.30173904
conch_v1,45dB,0.27345634
conch_v1,45dB,-0.0052576126
conch_v1,45dB,0.049434457
conch_v1,45dB,0.29201716
conch_v1,45dB,0.08123673
conch_v1,45dB,0.4711535
conch_v1,45dB,0.74711794
conch_v1,45dB,0.46500432
conch_v1,45dB,0.04117263
conch_v1,45dB,0.04752957
conch_v1,45dB,0.027641103
conch_v1,45dB,0.47598144
conch_v1,45dB,-0.14556083
conch_v1,45dB,0.24167614
conch_v1,45dB,0.42749298
conch_v1,45dB,0.46374208
conch_v1,45dB,0.387452
conch_v1,45dB,0.621417
conch_v1,45dB,0.40813947
conch_v1,45dB,0.8049829
conch_v1,45dB,0.39504546
conch_v1,45dB,0.44714004
conch_v1,45dB,0.34130952
conch_v1,45dB,0.8987347
conch_v1,45dB,0.21985598
conch_v1,45dB,0.12750399
conch_v1,45dB,0.35961255
conch_v1,45dB,0.79553866
conch_v1,45dB,-0.047924392
conch_v1,45dB,-0.10501336
conch_v1,45dB,0.36764365
conch_v1,45dB,0.4952603
conch_v1,45dB,0.90891707
conch_v1,45dB,0.2688039
conch_v1,45dB,0.5735558
conch_v1,45dB,0.7115619
conch_v1,45dB,0.5579672
conch_v1,45dB,0.81736034
conch_v1,45dB,-0.045861248
conch_v1,45dB,0.53945726
conch_v1,45dB,0.37946087
conch_v1,45dB,0.5548988
conch_v1,45dB,0.60058075
conch_v1,45dB,0.86575174
conch_v1,45dB,0.3524498
conch_v1,45dB,0.7923309
conch_v1,45dB,0.40569198
conch_v1,45dB,0.3948374
conch_v1,45dB,0.44120038
conch_v1,45dB,0.67282426
conch_v1,45dB,0.20220265
conch_v1,45dB,0.62597543
conch_v1,45dB,0.28797877
conch_v1,45dB,0.024178978
conch_v1,45dB,0.610499
conch_v1,45dB,0.30178225
conch_v1,45dB,0.78062797
conch_v1,45dB,0.40043995
conch_v1,45dB,0.3211331
conch_v1,45dB,0.17472428
conch_v1,45dB,0.5525193
conch_v1,45dB,0.4583795
conch_v1,45dB,0.121516064
conch_v1,45dB,0.2618972
conch_v1,45dB,0.119440936
conch_v1,45dB,0.44806433
conch_v1,45dB,0.6068629
conch_v1,45dB,0.6163148
conch_v1,45dB,0.41605535
conch_v1,45dB,0.5395692
conch_v1,45dB,-0.07019354
conch_v1,45dB,0.17899108
conch_v1,45dB,0.18962657
conch_v1,45dB,0.513718
conch_v1,45dB,0.5100909
conch_v1,45dB,0.30138022
conch_v1,45dB,-0.09022629
conch_v1,45dB,0.2406556
conch_v1,45dB,0.42406228
conch_v1,45dB,0.53038275
conch_v1,45dB,0.42841914
conch_v1,45dB,0.14819479
conch_v1,45dB,0.37368715
conch_v1,45dB,0.5361172
conch_v1,45dB,0.5956361
conch_v1,45dB,0.63809633
conch_v1,45dB,0.1148192
conch_v1,45dB,0.6516851
conch_v1,45dB,0.7603485
conch_v1,45dB,0.16554704
conch_v1,45dB,-0.042470288
conch_v1,45dB,0.7056134
conch_v1,45dB,0.22751817
conch_v1,45dB,0.5719174
conch_v1,45dB,0.12205316
conch_v1,45dB,-0.024087504
conch_v1,45dB,0.76011515
conch_v1,45dB,-0.2509026
conch_v1,45dB,-0.06667412
conch_v1,45dB,0.5484589
conch_v1,45dB,0.42980686
conch_v1,45dB,0.047875743
conch_v1,45dB,0.40108967
conch_v1,45dB,0.6139322
conch_v1,45dB,0.903605
conch_v1,45dB,0.42693067
conch_v1,45dB,0.5788233
conch_v1,45dB,0.7864725
conch_v1,45dB,0.8356521
conch_v1,45dB,0.21116711
conch_v1,45dB,0.56172824
conch_v1,45dB,0.39201254
conch_v1,45dB,0.86456776
conch_v1,45dB,0.51398486
conch_v1,45dB,0.25735334
conch_v1,45dB,0.27653027
conch_v1,45dB,-0.3170445
conch_v1,45dB,0.17501543
conch_v1,45dB,0.36930704
conch_v1,45dB,0.4895903
conch_v1,45dB,0.40585715
conch_v1,45dB,-0.17912492
conch_v1,45dB,0.6888715
conch_v1,45dB,0.32445922
conch_v1,45dB,0.2831238
conch_v1,45dB,0.050370246
conch_v1,45dB,0.48963436
conch_v1,45dB,0.61202204
conch_v1,45dB,0.86266875
conch_v1,45dB,0.8678629
conch_v1,45dB,0.77987975
conch_v1,45dB,0.8673117
conch_v1,45dB,0.14392835
conch_v1,45dB,0.09636535
conch_v1,45dB,0.30081245
conch_v1,45dB,0.6961114
conch_v1,45dB,0.13205583
conch_v1,45dB,0.43448177
conch_v1,45dB,0.4523381
conch_v1,45dB,0.43391445
conch_v1,45dB,0.2128903
conch_v1,45dB,0.48074472
conch_v1,45dB,0.068334736
conch_v1,45dB,0.23482302
conch_v1,45dB,0.087362505
conch_v1,45dB,-0.035108358
conch_v1,45dB,0.12237283
conch_v1,45dB,0.753863
conch_v1,45dB,0.6169104
conch_v1,45dB,0.42913064
conch_v1,45dB,0.75580645
conch_v1,45dB,0.350502
conch_v1,45dB,0.41826284
conch_v1,45dB,0.86510897
conch_v1,45dB,0.5795985
conch_v1,45dB,0.84689236
conch_v1,45dB,0.46356198
conch_v1,45dB,0.58032846
conch_v1,45dB,0.48518246
conch_v1,45dB,0.2818413
conch_v1,45dB,0.64888215
conch_v1,45dB,0.34997788
conch_v1,45dB,0.7223065
conch_v1,45dB,0.81624264
conch_v1,45dB,0.48598778
conch_v1,45dB,0.8805749
conch_v1,45dB,0.00028546294
conch_v1,45dB,0.3596368
conch_v1,45dB,0.5720581
conch_v1,45dB,0.37403122
conch_v1,45dB,0.30772302
conch_v1,45dB,0.19851357
conch_v1,45dB,0.4852704
conch_v1,45dB,0.78956205
conch_v1,45dB,0.136004
conch_v1,45dB,0.57018876
conch_v1,45dB,0.91792613
conch_v1,45dB,-0.08851049
conch_v1,45dB,0.60978055
conch_v1,45dB,0.21961266
conch_v1,45dB,0.22137061
conch_v1,45dB,0.28410515
conch_v1,45dB,0.54927015
conch_v1,45dB,0.51972985
conch_v1,45dB,0.34650457
conch_v1,45dB,-0.37944555
conch_v1,45dB,0.45718023
conch_v1,45dB,0.23916136
conch_v1,45dB,0.37664706
conch_v1,45dB,0.3115364
conch_v1,45dB,0.10438241
conch_v1,45dB,0.7575785
conch_v1,45dB,0.5516082
conch_v1,45dB,0.5881083
conch_v1,45dB,-0.06815944
conch_v1,45dB,-0.020182861
conch_v1,45dB,0.60686076
conch_v1,45dB,0.52525043
conch_v1,45dB,0.32191995
conch_v1,45dB,-0.13825814
conch_v1,45dB,0.83853745
conch_v1,45dB,0.41907716
conch_v1,45dB,0.7587657
conch_v1,45dB,0.053427663
conch_v1,45dB,0.86696887
conch_v1,45dB,0.5284047
conch_v1,45dB,0.08113648
conch_v1,45dB,0.5561942
conch_v1,40dB,-0.1992225
conch_v1,40dB,-0.24361193
conch_v1,40dB,-0.44442022
conch_v1,40dB,0.084635414
conch_v1,40dB,-0.81260306
conch_v1,40dB,-0.6594517
conch_v1,40dB,-0.30850074
conch_v1,40dB,-0.6057187
conch_v1,40dB,0.34118643
conch_v1,40dB,-0.018034447
conch_v1,40dB,-0.552108
conch_v1,40dB,-0.68287134
conch_v1,40dB,-0.60580564
conch_v1,40dB,-0.39106882
conch_v1,40dB,0.42027056
conch_v1,40dB,0.33148068
conch_v1,40dB,-0.6965496
conch_v1,40dB,-0.28359136
conch_v1,40dB,-0.5507063
conch_v1,40dB,-0.68449634
conch_v1,40dB,-0.33518693
conch_v1,40dB,-0.77357507
conch_v1,40dB,-0.6871742
conch_v1,40dB,-0.2939622
conch_v1,40dB,-0.5285742
conch_v1,40dB,-0.876483
conch_v1,40dB,-0.37059626
conch_v1,40dB,-0.4277339
conch_v1,40dB,-0.6025614
conch_v1,40dB,-0.7470268
conch_v1,40dB,-0.06659725
conch_v1,40dB,-0.81629294
conch_v1,40dB,-0.014056443
conch_v1,40dB,-0.5903271
conch_v1,40dB,-0.89198834
conch_v1,40dB,0.048244122
conch_v1,40dB,-0.47174472
conch_v1,40dB,-0.5913075
conch_v1,40dB,-0.48762846
conch_v1,40dB,0.1449319
conch_v1,40dB,-0.27059025
conch_v1,40dB,0.6194378
conch_v1,40dB,-0.6010396
conch_v1,40dB,-0.43266222
conch_v1,40dB,-0.51615506
conch_v1,40dB,0.019267239
conch_v1,40dB,0.13013409
conch_v1,40dB,-0.82225347
conch_v1,40dB,-0.2725028
conch_v1,40dB,-0.7174995
conch_v1,40dB,-0.34866747
conch_v1,40dB,-0.6739907
conch_v1,40dB,-0.7930211
conch_v1,40dB,-0.4959412
conch_v1,40dB,-0.20299754
conch_v1,40dB,-0.6733408
conch_v1,40dB,-0.39915407
conch_v1,40dB,-0.6139127
conch_v1,40dB,-0.6090698
conch_v1,40dB,-0.57192457
conch_v1,40dB,0.004134997
conch_v1,40dB,-0.77386695
conch_v1,40dB,-0.36571243
conch_v1,40dB,-0.7514861
conch_v1,40dB,-0.84632397
conch_v1,40dB,-0.16721095
conch_v1,40dB,-0.50302905
conch_v1,40dB,-0.2168905
conch_v1,40dB,-0.050969478
conch_v1,40dB,-0.37416184
conch_v1,40dB,-0.003136727
conch_v1,40dB,-0.45707902
conch_v1,40dB,-0.02837994
conch_v1,40dB,-0.20007938
conch_v1,40dB,-0.6550486
conch_v1,40dB,-0.68578255
conch_v1,40dB,0.11348375
conch_v1,40dB,-0.6085582
conch_v1,40dB,0.09453827
conch_v1,40dB,-0.80750674
conch_v1,40dB,0.02732803
conch_v1,40dB,-0.489259
conch_v1,40dB,-0.1666927
conch_v1,40dB,-0.34664667
conch_v1,40dB,-0.3866552
conch_v1,40dB,-0.73724294
conch_v1,40dB,-0.4403026
conch_v1,40dB,-0.23713106
conch_v1,40dB,-0.81124544
conch_v1,40dB,0.083273016
conch_v1,40dB,-0.27881062
conch_v1,40dB,-0.10854322
conch_v1,40dB,0.7109568
conch_v1,40dB,-0.5702454
conch_v1,40dB,-0.40292156
conch_v1,40dB,0.5107346
conch_v1,40dB,-0.50750077
conch_v1,40dB,-0.46686777
conch_v1,40dB,-0.43360868
conch_v1,40dB,-0.3306302
conch_v1,40dB,-0.2068691
conch_v1,40dB,-0.7780764
conch_v1,40dB,-0.22495645
conch_v1,40dB,-0.030602112
conch_v1,40dB,0.37752077
conch_v1,40dB,-0.26058775
conch_v1,40dB,-0.7180416
conch_v1,40dB,-0.15282619
conch_v1,40dB,-0.48073632
conch_v1,40dB,-0.41509113
conch_v1,40dB,-0.2612239
conch_v1,40dB,-0.36938497
conch_v1,40dB,-0.10608553
conch_v1,40dB,-0.44116968
conch_v1,40dB,0.40836707
conch_v1,40dB,-0.73897475
conch_v1,40dB,-0.3096404
conch_v1,40dB,-0.11352514
conch_v1,40dB,-0.08732339
conch_v1,40dB,-0.47082922
conch_v1,40dB,0.09922966
conch_v1,40dB,-0.110221356
conch_v1,40dB,-0.6308601
conch_v1,40dB,-0.4978419
conch_v1,40dB,-0.47017968
conch_v1,40dB,-0.50726527
conch_v1,40dB,-0.55865043
conch_v1,40dB,-0.52699214
conch_v1,40dB,-0.53941846
conch_v1,40dB,-0.81196105
conch_v1,40dB,-0.16290863
conch_v1,40dB,-0.5291134
conch_v1,40dB,-0.79317474
conch_v1,40dB,-0.4596188
conch_v1,40dB,-0.2431353
conch_v1,40dB,-0.5652992
conch_v1,40dB,-0.5071455
conch_v1,40dB,-0.31941926
conch_v1,40dB,-0.4065291
conch_v1,40dB,-0.69628924
conch_v1,40dB,0.11847064
conch_v1,40dB,-0.5029379
conch_v1,40dB,-0.16603468
conch_v1,40dB,-0.22916183
conch_v1,40dB,-0.28368872
conch_v1,40dB,-0.057633713
conch_v1,40dB,-0.39619926
conch_v1,40dB,0.02163693
conch_v1,40dB,-0.8374863
conch_v1,40dB,-0.29155967
conch_v1,40dB,-0.66171294
conch_v1,40dB,-0.21772508
conch_v1,40dB,-0.38029823
conch_v1,40dB,-0.52399457
conch_v1,40dB,-0.64160967
conch_v1,40dB,-0.47587422
conch_v1,40dB,-0.6919566
conch_v1,40dB,-0.07080789
conch_v1,40dB,-0.41300026
conch_v1,40dB,-0.30302122
conch_v1,40dB,-0.7963752
conch_v1,40dB,-0.9504926
conch_v1,40dB,-0.34600025
conch_v1,40dB,-0.5648118
conch_v1,40dB,-0.86514354
conch_v1,40dB,-0.19371158
conch_v1,40dB,-0.81682456
conch_v1,40dB,-0.14692646
conch_v1,40dB,0.23833942
conch_v1,40dB,-0.38751793
conch_v1,40dB,-0.66834724
conch_v1,40dB,-0.32951954
conch_v1,40dB,-0.13048145
conch_v1,40dB,0.08072486
conch_v1,40dB,-0.38663343
conch_v1,40dB,0.27130952
conch_v1,40dB,-0.558243
conch_v1,40dB,-0.24136849
conch_v1,40dB,-0.38154635
conch_v1,40dB,-0.531376
conch_v1,40dB,-0.4502013
conch_v1,40dB,-0.41029322
conch_v1,40dB,0.04457553
conch_v1,40dB,-0.5136815
conch_v1,40dB,-0.5788825
conch_v1,40dB,-0.3929212
conch_v1,40dB,-0.53173757
conch_v1,40dB,-0.7722628
conch_v1,40dB,-0.693886
conch_v1,40dB,-0.81026036
conch_v1,40dB,0.30537784
conch_v1,40dB,-0.49540377
conch_v1,40dB,-0.69875985
conch_v1,40dB,-0.032834895
conch_v1,40dB,0.50469446
conch_v1,40dB,-0.17049897
conch_v1,40dB,-0.8870704
conch_v1,40dB,-0.6528396
conch_v1,40dB,-0.19545953
conch_v1,40dB,0.13742703
conch_v1,40dB,-0.38127413
conch_v1,40dB,-0.8043016
conch_v1,40dB,-0.05240439
conch_v1,40dB,-0.22357851
conch_v1,40dB,-0.567878
conch_v1,40dB,0.16502625
conch_v1,40dB,-0.9635707
conch_v1,40dB,-0.79949343
conch_v1,40dB,-0.8009786
conch_v1,40dB,-0.5987392
conch_v1,40dB,-0.5018551
conch_v1,40dB,-0.1736089
conch_v1,40dB,-0.3908446
conch_v1,40dB,-0.5139185
conch_v1,40dB,0.086310774
conch_v1,40dB,-0.4465298
conch_v1,40dB,-0.06334683
conch_v1,40dB,-0.6667591
conch_v1,40dB,-0.69993854
conch_v1,40dB,-0.41918135
conch_v1,40dB,-0.40612653
conch_v1,40dB,0.015865915
conch_v1,40dB,-0.76609313
conch_v1,40dB,-0.39969626
conch_v1,40dB,-0.48097587
conch_v1,40dB,-0.549996
conch_v1,40dB,-0.3118308
conch_v1,40dB,-0.6263535
conch_v1,40dB,0.04137929
conch_v1,40dB,-0.5900072
conch_v1,40dB,-0.4491881
conch_v1,40dB,0.13683131
conch_v1,40dB,-0.8501146
conch_v1,40dB,-0.29813868
conch_v1,40dB,-0.5611233
conch_v1,40dB,-0.22350323
conch_v1,40dB,-0.3419963
conch_v1,40dB,-0.4997196
conch_v1,40dB,-0.74317807
conch_v1,40dB,0.04040171
conch_v1,40dB,-0.58171654
conch_v1,40dB,-0.71961904
conch_v1,40dB,-0.17486766
conch_v1,40dB,-0.15915403
conch_v1,40dB,-0.31404078
conch_v1,40dB,-0.62362236
conch_v1,40dB,-0.6864943
conch_v1,40dB,-0.23126088
conch_v1,40dB,-0.6997348
conch_v1,40dB,-0.5299705
conch_v1,40dB,-0.5741727
conch_v1,40dB,0.15210232
conch_v1,40dB,0.53646845
conch_v1,40dB,-0.5436121
conch_v1,40dB,0.057771355
conch_v1,40dB,-0.18848749
conch_v1,40dB,0.57888293
conch_v1,40dB,-0.522032
conch_v1,40dB,-0.32002372
conch_v1,40dB,-0.24431503
conch_v1,40dB,-0.52645737
conch_v1,40dB,-0.4308229
conch_v1,40dB,-0.3560177
conch_v1,40dB,-0.5529585
conch_v1,40dB,-0.676059
conch_v1,40dB,-0.4636046
conch_v1,40dB,0.0017144778
conch_v1,40dB,-0.37204358
conch_v1,40dB,-0.39168835
conch_v1,40dB,-0.56367034
conch_v1,40dB,-0.18012483
conch_v1,40dB,-0.47952703
conch_v1,40dB,-0.5588244
conch_v1,40dB,-0.43105462
conch_v1,40dB,-0.9071167
conch_v1,40dB,0.15526994
conch_v1,40dB,-0.73404336
conch_v1,40dB,-0.07089029
conch_v1,40dB,0.5632283
conch_v1,40dB,-0.33950102
conch_v1,40dB,-0.45736727
conch_v1,40dB,0.09275891
conch_v1,40dB,-0.35445175
conch_v1,40dB,-0.51196456
conch_v1,40dB,-0.06513214
conch_v1,40dB,-0.0646774
conch_v1,40dB,-0.6174029
conch_v1,40dB,-0.3984099
conch_v1,40dB,-0.4193278
conch_v1,40dB,-0.21989807
conch_v1,40dB,-0.6806175
conch_v1,40dB,-0.37799442
conch_v1,40dB,-0.53786165
conch_v1,40dB,-0.3380512
conch_v1,40dB,-0.5291357
conch_v1,40dB,-0.06775496
conch_v1,40dB,-0.8035366
conch_v1,40dB,-0.55578333
conch_v1,40dB,-0.49041143
conch_v1,40dB,-0.489959
conch_v1,40dB,-0.3836034
conch_v1,40dB,-0.32437187
conch_v1,40dB,-0.07762946
conch_v1,40dB,-0.12347322
conch_v1,40dB,-0.81448966
conch_v1,40dB,-0.44681752
conch_v1,40dB,-0.18186119
conch_v1,40dB,-0.3526432
conch_v1,40dB,-0.7638381
conch_v1,40dB,-0.676537
conch_v1,40dB,-0.016124966
conch_v1,40dB,-0.31348038
conch_v1,40dB,-0.0032392945
conch_v1,40dB,-0.4651834
conch_v1,40dB,-0.6178381
conch_v1,40dB,-0.043428656
conch_v1,40dB,-0.32641143
conch_v1,40dB,-0.1578162
conch_v1,40dB,-0.8246265
conch_v1,40dB,0.24973713
conch_v1,40dB,-0.4459618
conch_v1,40dB,-0.24919905
conch_v1,40dB,-0.81158876
conch_v1,40dB,0.17259705
conch_v1,40dB,0.1716117
conch_v1,40dB,-0.46263885
conch_v1,40dB,-0.067046374
conch_v1,40dB,-0.6477535
conch_v1,40dB,-0.6606122
conch_v1,40dB,-0.3534211
conch_v1,40dB,-0.33824924
conch_v1,40dB,0.57177603
conch_v1,40dB,-0.17178611
conch_v1,40dB,-0.18292043
conch_v1,40dB,0.07468042
conch_v1,40dB,-0.49996904
conch_v1,40dB,-0.4583602
conch_v1,40dB,-0.7371325
conch_v1,40dB,-0.52248335
conch_v1,40dB,-0.23031954
conch_v1,40dB,-0.3087774
conch_v1,40dB,-0.54877406
conch_v1,40dB,-0.25120825
conch_v1,40dB,-0.21552216
conch_v1,40dB,-0.15263696
conch_v1,40dB,-0.10592625
conch_v1,40dB,-0.06304374
conch_v1,40dB,-0.16892722
conch_v1,40dB,-0.6065334
conch_v1,40dB,-0.36657923
conch_v1,40dB,-0.44581446
conch_v1,40dB,-0.80716336
conch_v1,40dB,-0.3930989
conch_v1,40dB,-0.115705535
conch_v1,40dB,-0.029874781
conch_v1,40dB,-0.5614904
conch_v1,40dB,-0.46140212
conch_v1,40dB,-0.32586992
conch_v1,40dB,-0.378252
conch_v1,40dB,-0.38213766
conch_v1,40dB,-0.46539894
conch_v1,40dB,-0.39411008
conch_v1,40dB,-0.5392959
conch_v1,40dB,-0.6092478
conch_v1,40dB,-0.5930883
conch_v1,40dB,0.22559527
conch_v1,40dB,-0.009693887
conch_v1,40dB,-0.6556536
conch_v1,40dB,-0.6528003
conch_v1,40dB,-0.23853026
conch_v1,40dB,-0.6573058
conch_v1,40dB,-0.72102916
conch_v1,40dB,-0.37902373
conch_v1,40dB,0.042363744
conch_v1,40dB,-0.36134666
conch_v1,40dB,-0.42191818
conch_v1,40dB,-0.7968597
conch_v1,40dB,-0.41386658
conch_v1,40dB,-0.25009128
conch_v1,40dB,-0.3054793
conch_v1,40dB,-0.8605778
conch_v1,40dB,-0.4800406
conch_v1,40dB,-0.15572402
conch_v1,40dB,-0.67624795
conch_v1,40dB,-0.7294944
conch_v1,40dB,-0.19752887
conch_v1,40dB,-0.6192039
conch_v1,40dB,0.042439822
conch_v1,40dB,-0.5041206
conch_v1,40dB,-0.2550962
conch_v1,40dB,-0.14041686
conch_v1,40dB,-0.37744346
conch_v1,40dB,0.2776571
conch_v1,40dB,-0.12835158
conch_v1,40dB,-0.115935
conch_v1,40dB,0.21563375
conch_v1,40dB,-0.02185868
conch_v1,40dB,-0.006946165
conch_v1,40dB,0.13110718
conch_v1,40dB,-0.457699
conch_v1,40dB,-0.6658391
conch_v1,40dB,-0.60106796
conch_v1,40dB,-0.56373477
conch_v1,40dB,0.1614728
conch_v1,40dB,-0.54697555
conch_v1,40dB,-0.4883662
conch_v1,40dB,-0.020926341
conch_v1,40dB,-0.094530925
conch_v1,40dB,-0.21959516
conch_v1,40dB,-0.27077624
conch_v1,40dB,-0.6456698
conch_v1,40dB,-0.18670315
conch_v1,40dB,-0.3562661
conch_v1,40dB,-0.102969185
conch_v1,40dB,-0.023639293
conch_v1,40dB,-0.48169035
conch_v1,40dB,0.27879468
conch_v1,40dB,-0.06293371
conch_v1,40dB,-0.7649718
conch_v1,40dB,0.3570824
conch_v1,40dB,-0.87600493
conch_v1,40dB,-0.6968131
conch_v1,40dB,-0.53706294
conch_v1,40dB,-0.646602
conch_v1,40dB,0.5537959
conch_v1,40dB,-0.61107826
conch_v1,40dB,-0.5445745
conch_v1,40dB,-0.6919372
conch_v1,40dB,-0.37637812
conch_v1,40dB,-0.5832828
conch_v1,40dB,0.173906
conch_v1,40dB,-0.6818761
conch_v1,40dB,-0.63801676
conch_v1,40dB,0.3161382
conch_v1,40dB,-0.60602486
conch_v1,40dB,-0.14018884
conch_v1,40dB,-0.35937968
conch_v1,40dB,-0.40101057
conch_v1,40dB,-0.42373475
conch_v1,40dB,-0.16478816
conch_v1,40dB,-0.43604535
conch_v1,40dB,-0.019793272
conch_v1,40dB,-0.40297195
conch_v1,40dB,-0.54653275
conch_v1,40dB,-0.057851005
conch_v1,40dB,-0.6232692
conch_v1,40dB,0.626609
conch_v1,40dB,-0.400299
conch_v1,40dB,-0.2887741
conch_v1,40dB,-0.7224038
conch_v1,40dB,-0.28767166
conch_v1,40dB,0.33586022
conch_v1,40dB,-0.18660411
conch_v1,40dB,-0.02907799
conch_v1,40dB,-0.12676775
conch_v1,40dB,-0.05519092
conch_v1,40dB,-0.6811223
conch_v1,40dB,-0.46508175
conch_v1,40dB,-0.021675527
conch_v1,40dB,-0.49800795
conch_v1,40dB,0.1757895
conch_v1,40dB,0.12563024
conch_v1,40dB,0.042182393
conch_v1,40dB,0.613945
conch_v1,40dB,-0.59001976
conch_v1,40dB,0.41069692
conch_v1,40dB,-0.29559484
conch_v1,40dB,0.06852637
conch_v1,40dB,-0.51960105
conch_v1,40dB,-0.7739793
conch_v1,40dB,0.115464814
conch_v1,40dB,-0.6128314
conch_v1,40dB,0.61228514
conch_v1,40dB,-0.62376195
conch_v1,40dB,-0.7254706
conch_v1,40dB,-0.70928663
conch_v1,40dB,-0.3210879
conch_v1,40dB,-0.68624866
conch_v1,40dB,0.19839123
conch_v1,40dB,-0.33058253
conch_v1,40dB,-0.6794944
conch_v1,40dB,-0.66325366
conch_v1,40dB,-0.12773891
conch_v1,40dB,-0.4927218
conch_v1,40dB,-0.75071025
conch_v1,40dB,0.17648154
conch_v1,40dB,0.23527142
conch_v1,40dB,-0.37894732
conch_v1,40dB,-0.61760145
conch_v1,40dB,-0.827295
conch_v1,40dB,-0.57298535
conch_v1,40dB,-0.5648978
conch_v1,40dB,0.020603087
conch_v1,40dB,-0.4409395
conch_v1,40dB,-0.28054994
conch_v1,40dB,-0.4854892
conch_v1,40dB,-0.33092636
conch_v1,40dB,-0.44856432
conch_v1,40dB,-0.5264004
conch_v1,40dB,-0.6040233
conch_v1,40dB,-0.025981989
conch_v1,40dB,-0.44587117
conch_v1,40dB,-0.36197782
conch_v1,40dB,-0.54783875
conch_v1,40dB,-0.4746318
conch_v1,40dB,-0.45331636
conch_v1,40dB,-0.7062489
conch_v1,40dB,-0.43060064
conch_v1,40dB,-0.46388975
conch_v1,40dB,-0.45896095
conch_v1,40dB,-0.015101818
conch_v1,40dB,-0.5485413
conch_v1,40dB,-0.5395251
conch_v1,40dB,-0.44621813
conch_v1,40dB,0.029142115
conch_v1,40dB,0.35207024
conch_v1,40dB,0.033746913
conch_v1,40dB,-0.08523871
conch_v1,40dB,-0.079166435
conch_v1,40dB,-0.34939185
conch_v1,40dB,-0.4115778
conch_v1,40dB,-0.5284741
conch_v1,40dB,-0.7288886
conch_v1,40dB,-0.59366447
conch_v1,40dB,-0.86109626
conch_v1,40dB,-0.56298405
conch_v1,40dB,-0.57066756
conch_v1,40dB,-0.37359312
conch_v1,40dB,-0.06955131
conch_v1,40dB,-0.021437807
conch_v1,40dB,-0.06010559
conch_v1,40dB,-0.4289814
conch_v1,40dB,-0.21196796
conch_v1,40dB,-0.6312834
conch_v1,40dB,-0.5301913
conch_v1,40dB,0.3395516
conch_v1,40dB,-0.6794904
conch_v1,40dB,-0.78074086
conch_v1,40dB,-0.7341641
conch_v1,40dB,-0.79644525
conch_v1,40dB,0.027487088
conch_v1,40dB,-0.02599223
